id_incidente;fecha_incidente;hora_incidente;id_oficina;ciudad_oficina;agresion_verbal;agresion_fisica;llamada_fcs;dia_mes;aforo_alto;ocupacion_categoria;franja_horaria;agresion_fisica_verbal;es_fin_mes;dia_semana;cliente_reincidente
20146;30/10/2024;8:20:34;ALICANTE01;Alicante;1;0;0;30;0;baja;manana;1;1;2;0
20147;29/10/2024;16:47:24;CADIZ01;Cadiz;1;0;0;29;0;media;cierre;1;1;1;1
20148;29/10/2024;12:29:02;MADRIDACACIAS01;Madrid Acacias;1;0;0;29;1;media;cierre;1;1;1;0
20149;25/10/2024;9:10:10;GIJON01;Gijon;1;0;0;25;1;alta;manana;1;1;4;1
20150;23/10/2024;10:40:59;SALAMANCA01;Salamanca;1;0;0;23;0;media;manana;1;0;2;0
20151;21/10/2024;13:49:06;OVIEDO01;Oviedo;1;0;0;21;1;media;cierre;1;0;0;0
20152;08/01/2024;14:49:46;GIJON01;Gijon;1;0;1;8;1;alta;cierre;1;0;0;0
20153;17/10/2024;14:44:58;SANTANDER01;Santander;1;0;0;17;0;media;cierre;1;0;3;0
20154;19/09/2024;14:42:10;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;19;0;baja;cierre;1;0;3;0
20155;10/11/2024;14:39:11;CADIZ01;Cadiz;1;0;1;10;0;media;cierre;1;0;6;0
20156;17/10/2024;10:55:36;M?STOLES01;M?stoles;1;0;0;17;0;alta;manana;1;0;3;1
20157;16/10/2024;16:47:07;MADRID01;Madrid;1;0;0;16;1;baja;cierre;1;0;2;0
20158;14/10/2024;14:48:30;BARCELONA01;Barcelona;1;0;0;14;0;media;cierre;1;0;0;1
20159;15/10/2024;9:27:27;LASROZAS01;Las Rozas;1;0;0;15;0;media;manana;1;0;1;1
20160;14/10/2024;13:20:24;MADRID01;Madrid;1;0;0;14;0;baja;cierre;1;0;0;0
20161;14/10/2024;12:21:00;VALENCIA01;Valencia;1;0;0;14;0;media;cierre;1;0;0;0
20162;10/09/2024;13:06:56;BILBAO01;Bilbao;1;0;0;10;0;media;cierre;1;0;1;0
20163;10/03/2024;13:37:59;MADRID01;Madrid;1;0;1;10;1;media;cierre;1;0;6;1
20164;10/01/2024;11:56:11;VALENCIA01;Valencia;1;0;0;10;0;media;manana;1;0;2;0
20165;10/01/2024;8:59:05;LASROZAS01;Las Rozas;1;0;0;10;1;media;manana;1;0;2;0
20166;10/01/2024;9:00:10;ACORUNA01;A Coruna;1;0;0;10;0;media;manana;1;0;2;0
20167;30/09/2024;15:15:12;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;1;30;0;media;cierre;1;1;0;1
20168;27/09/2024;14:34:38;DIAGONAL01;Diagonal;1;1;1;27;0;media;cierre;1;1;4;0
20169;27/09/2024;12:45:42;SEVILLA01;Sevilla;1;0;0;27;0;alta;cierre;1;1;4;0
20170;25/09/2024;11:20:00;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;1;25;1;media;manana;1;1;2;0
20171;23/09/2024;16:00:51;M?STOLES01;M?stoles;1;0;0;23;0;baja;cierre;1;0;0;1
20172;20/09/2024;10:23:14;BARCELONA01;Barcelona;1;0;0;20;1;alta;manana;1;0;4;0
20173;09/10/2024;13:39:29;BARCELONA01;Barcelona;1;0;0;9;1;alta;cierre;1;0;2;0
20174;17/09/2024;17:43:13;SANTAENGRACIA01;Santa Engracia;1;0;0;17;0;media;cierre;1;0;1;0
20175;16/09/2024;12:43:50;ACORUNA01;A Coruna;1;0;0;16;0;media;cierre;1;0;0;1
20176;09/05/2024;18:54:02;TENERIFE01;Tenerife;1;0;0;9;0;baja;cierre;1;0;3;0
20177;09/06/2024;8:25:05;LASPALMAS01;Las Palmas;1;0;0;9;1;media;manana;1;0;6;1
20178;28/08/2024;17:50:00;VIGO01;Vigo;1;0;0;28;0;media;cierre;1;1;2;0
20179;29/08/2024;14:25:09;MADRIDACACIAS01;Madrid Acacias;1;0;0;29;1;baja;cierre;1;1;3;0
20180;26/08/2024;11:09:29;BILBAO01;Bilbao;1;0;0;26;0;media;manana;1;1;0;0
20181;27/08/2024;15:00:00;MADRID01;Madrid;1;0;0;27;0;alta;cierre;1;1;1;1
20182;22/08/2024;10:39:05;ZARAGOZA01;Zaragoza;1;0;0;22;1;alta;manana;1;0;3;0
20183;21/08/2024;16:21:29;VALENCIA01;Valencia;1;0;0;21;0;media;cierre;1;0;2;1
20184;21/08/2024;14:31:30;M?STOLES01;M?stoles;1;0;0;21;0;media;cierre;1;0;2;0
20185;14/08/2024;10:21:00;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;14;0;media;manana;1;0;2;0
20186;08/07/2024;14:51:34;SANTANDER01;Santander;1;0;0;8;0;baja;cierre;1;0;0;0
20187;29/07/2024;14:45:00;VALLADOLID01;Valladolid;1;0;0;29;0;media;cierre;1;1;0;0
20188;26/07/2024;11:48:53;ALICANTE01;Alicante;1;0;0;26;0;media;manana;1;1;4;0
20189;24/07/2024;17:35:09;OVIEDO01;Oviedo;1;0;0;24;1;media;cierre;1;0;2;0
20190;23/07/2024;9:13:24;OVIEDO01;Oviedo;1;0;0;23;0;baja;manana;1;0;1;0
20191;07/12/2024;13:32:28;VIGO01;Vigo;1;0;0;7;1;media;cierre;1;0;5;1
20192;07/09/2024;16:17:06;MAJADAHONDA01;Majadahonda;1;0;0;7;0;media;cierre;1;0;5;0
20193;07/05/2024;13:00:00;SANTAENGRACIA01;Santa Engracia;1;0;0;7;0;baja;cierre;1;0;1;0
20194;07/04/2024;15:05:35;BARCELONA01;Barcelona;1;0;0;7;0;baja;cierre;1;0;6;0
20195;07/01/2024;12:36:56;LASROZAS01;Las Rozas;1;0;0;7;0;media;cierre;1;0;6;0
20196;27/06/2024;16:46:44;TENERIFE01;Tenerife;1;0;0;27;0;media;cierre;1;1;3;0
20197;18/06/2024;16:39:55;MALAGA01;Malaga;1;0;0;18;1;alta;cierre;1;0;1;0
20198;17/06/2024;16:27:29;CADIZ01;Cadiz;1;0;0;17;0;media;cierre;1;0;0;0
20199;27/06/2024;17:30:07;M?STOLES01;M?stoles;1;0;0;27;0;media;cierre;1;1;3;0
20200;27/06/2024;7:51:33;DIAGONAL01;Diagonal;1;0;0;27;0;media;manana;1;1;3;0
20201;27/06/2024;18:50:27;SEVILLA01;Sevilla;1;0;0;27;1;media;cierre;1;1;3;0
20202;25/06/2024;10:50:40;MADRIDODONNELL01;Madrid O Donnell;1;0;1;25;1;media;manana;1;1;1;0
20203;26/06/2024;10:42:30;BARCELONA01;Barcelona;1;0;0;26;1;baja;manana;1;1;2;0
20204;26/06/2024;9:23:42;MADRIDACACIAS01;Madrid Acacias;1;0;0;26;0;baja;manana;1;1;2;0
20205;24/06/2024;10:22:25;MADRID01;Madrid;1;0;0;24;0;media;manana;1;0;0;0
20206;17/06/2024;16:00:12;MADRID01;Madrid;1;0;0;17;0;baja;cierre;1;0;0;0
20207;13/06/2024;13:30:41;MADRIDMOSTOLES01;Madrid Mostoles;1;0;0;13;0;baja;cierre;1;0;3;0
20208;06/07/2024;10:05:08;VALENCIA01;Valencia;1;0;0;6;0;media;manana;1;0;5;0
20209;29/05/2024;11:00:36;LASPALMAS01;Las Palmas;1;0;1;29;0;baja;manana;1;1;2;0
20210;29/05/2024;11:33:37;ZARAGOZA01;Zaragoza;1;0;0;29;0;alta;manana;1;1;2;0
20211;28/05/2024;12:48:07;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;0;28;0;baja;cierre;1;1;1;0
20212;27/05/2024;17:39:16;MADRIDACACIAS01;Madrid Acacias;1;0;0;27;0;alta;cierre;1;1;0;0
20213;24/05/2024;12:50:01;VALENCIA01;Valencia;1;0;0;24;1;alta;cierre;1;0;4;0
20214;22/05/2024;14:15:15;ACACIAS01;Acacias;1;0;0;22;1;alta;cierre;1;0;2;1
20215;17/05/2024;9:07:50;MADRID01;Madrid;1;0;0;17;0;media;manana;1;0;4;0
20216;16/05/2024;17:22:41;GIJON01;Gijon;1;0;0;16;0;baja;cierre;1;0;3;0
20217;13/05/2024;18:10:11;GRANADA01;Granada;1;0;0;13;0;baja;cierre;1;0;0;1
20218;13/05/2024;16:40:24;ODONNELL01;O Donnell;1;0;0;13;0;alta;cierre;1;0;0;0
20219;05/10/2024;14:02:48;VALLADOLID01;Valladolid;1;0;0;5;1;alta;cierre;1;0;5;0
20220;05/08/2024;9:25:01;LASROZAS01;Las Rozas;1;0;0;5;1;alta;manana;1;0;0;0
20221;05/08/2024;13:28:59;DIAGONAL01;Diagonal;1;0;0;5;1;media;cierre;1;0;0;0
20222;05/06/2024;17:30:14;LASPALMASDEGC01;Las Palmas de GC;1;0;0;5;1;media;cierre;1;0;2;0
20223;05/07/2024;11:34:01;MADRID01;Madrid;1;0;0;5;1;alta;manana;1;0;4;1
20224;26/04/2024;11:36:39;ACORUNA01;A Coruna;1;0;1;26;1;alta;manana;1;1;4;0
20225;26/04/2024;9:00:00;BARCELONAMERIDIANA01;Barcelona Meridiana;1;0;1;26;0;baja;manana;1;1;4;0
20226;23/04/2024;11:12:15;MALAGA01;Malaga;1;0;0;23;1;media;manana;1;0;1;0
20227;19/04/2024;12:30:45;MADRID01;Madrid;1;0;0;19;1;alta;cierre;1;0;4;0
20228;18/04/2024;10:28:05;ACORUNA01;A Coruna;1;0;0;18;0;media;manana;1;0;3;0
20229;16/04/2024;15:24:40;COSTARICA01;Costa Rica;1;0;0;16;0;alta;cierre;1;0;1;1
20230;15/04/2024;9:16:52;BARCELONA01;Barcelona;1;0;0;15;0;baja;manana;1;0;0;1
20231;03/08/2024;8:30:00;GRANADA01;Granada;1;0;0;3;0;media;manana;1;0;5;0
20232;04/04/2024;18:45:00;BILBAO01;Bilbao;1;0;0;4;0;media;cierre;1;0;3;1
20233;04/03/2024;8:43:21;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;4;0;baja;manana;1;0;0;0
20234;04/03/2024;15:00:33;TENERIFE01;Tenerife;1;0;0;4;1;alta;cierre;1;0;0;0
20235;25/03/2024;19:05:36;SANTANDER01;Santander;1;0;0;25;1;alta;cierre;1;1;0;0
20236;14/03/2024;11:15:54;MADRID01;Madrid;1;0;0;14;0;baja;manana;1;0;3;0
20237;21/03/2024;12:20:55;SEVILLA01;Sevilla;1;0;1;21;0;media;cierre;1;0;3;0
20238;20/03/2024;10:59:02;BARCELONA01;Barcelona;1;1;1;20;0;baja;manana;1;0;2;0
20239;20/03/2024;17:01:39;MADRIDODONNELL01;Madrid O Donnell;1;0;0;20;0;media;cierre;1;0;2;0
20240;20/03/2024;14:04:54;BARCELONA01;Barcelona;1;0;0;20;0;baja;cierre;1;0;2;0
20241;18/03/2024;8:53:54;VALENCIA01;Valencia;1;0;0;18;1;alta;manana;1;0;0;0
20242;15/03/2024;8:49:32;BILBAO01;Bilbao;1;0;0;15;0;media;manana;1;0;4;1
20243;15/03/2024;12:13:11;VALENCIA01;Valencia;1;0;0;15;0;media;cierre;1;0;4;0
20244;13/03/2024;9:32:03;BARCELONA01;Barcelona;1;0;0;13;0;alta;manana;1;0;2;0
20245;03/11/2024;9:10:31;VALLADOLID01;Valladolid;1;0;0;3;0;baja;manana;1;0;6;0
20246;03/08/2024;10:23:46;MADRID01;Madrid;1;0;0;3;1;alta;manana;1;0;5;0
20247;03/08/2024;13:00:00;MADRID01;Madrid;1;0;0;3;0;baja;cierre;1;0;5;0
20248;03/07/2024;16:40:16;ODONNELL01;O Donnell;1;0;0;3;1;media;cierre;1;0;2;0
20249;03/06/2024;10:38:06;ACACIAS01;Acacias;1;0;0;3;0;alta;manana;1;0;0;0
20250;03/05/2024;15:08:18;CADIZ01;Cadiz;1;0;0;3;0;media;cierre;1;0;4;0
20251;03/02/2024;13:35:05;SEVILLA01;Sevilla;1;0;0;3;0;baja;cierre;1;0;5;0
20252;03/02/2024;13:24:08;ACORUNA01;A Coruna;1;0;0;3;0;media;cierre;1;0;5;0
20253;03/01/2024;10:59:27;OVIEDO01;Oviedo;1;0;1;3;0;media;manana;1;0;2;0
20254;27/02/2024;9:08:48;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;27;1;baja;manana;1;1;1;0
20255;26/02/2024;15:56:56;MADRID01;Madrid;1;0;1;26;0;baja;cierre;1;1;0;0
20256;23/02/2024;13:04:12;SANTAENGRACIA01;Santa Engracia;1;0;0;23;0;media;cierre;1;0;4;0
20257;02/07/2024;8:13:38;MADRIDMOSTOLES01;Madrid Mostoles;1;0;0;2;0;media;manana;1;0;1;0
20258;02/12/2024;14:24:01;TENERIFE01;Tenerife;1;1;1;2;0;baja;cierre;1;0;0;1
20259;22/01/2024;14:09:37;BARCELONA01;Barcelona;1;0;1;22;0;baja;cierre;1;0;0;0
20260;02/07/2024;11:50:45;VALENCIA01;Valencia;1;0;0;2;0;media;manana;1;0;1;0
20261;02/06/2024;14:30:58;ACACIAS01;Acacias;1;0;0;2;0;alta;cierre;1;0;6;0
20262;29/01/2024;19:10:37;MADRID01;Madrid;1;0;0;29;0;media;cierre;1;1;0;0
20263;25/01/2024;11:30:32;ZARAGOZA01;Zaragoza;1;0;0;25;1;alta;manana;1;1;3;0
20264;24/01/2024;11:11:40;ACACIAS01;Acacias;1;0;1;24;0;alta;manana;1;0;2;1
20265;19/01/2024;13:50:59;LASPALMAS01;Las Palmas;1;0;0;19;0;media;cierre;1;0;4;1
20266;17/01/2023;19:00:00;MADRID01;Madrid;1;0;0;17;0;media;cierre;1;0;1;0
20267;01/11/2024;9:20:40;ACACIAS01;Acacias;1;0;0;1;0;baja;manana;1;0;4;0
20268;01/09/2024;13:03:40;SANTAENGRACIA01;Santa Engracia;1;0;0;1;1;media;cierre;1;0;6;0
20269;01/08/2024;12:57:28;ZARAGOZA01;Zaragoza;1;0;0;1;0;media;cierre;1;0;3;0
20270;01/04/2024;9:12:00;MADRID01;Madrid;1;0;0;1;0;alta;manana;1;0;0;0
20271;27/12/2023;10:12:32;MADRID01;Madrid;1;0;0;27;0;baja;manana;1;1;2;0
20272;19/12/2023;11:28:42;ODONNELL01;O Donnell;1;0;0;19;0;media;manana;1;0;1;0
20273;18/12/2023;19:26:18;BARCELONA01;Barcelona;1;0;1;18;1;media;cierre;1;0;0;0
20274;13/12/2023;14:10:00;ACORUNA01;A Coruna;1;0;0;13;0;media;cierre;1;0;2;0
20275;29/11/2023;8:17:49;MADRIDSANTAENGRACIA01;Madrid Santa Engracia;1;0;0;29;1;alta;manana;1;1;2;0
20276;29/11/2023;11:31:36;GIJON01;Gijon;1;0;0;29;1;media;manana;1;1;2;0
20277;27/11/2023;11:19:26;GRANADA01;Granada;1;0;0;27;0;alta;manana;1;1;0;0
20278;29/11/2023;8:30:00;MADRID01;Madrid;1;0;0;29;0;media;manana;1;1;2;1
20279;23/11/2023;8:40:04;BARCELONA01;Barcelona;1;0;1;23;0;media;manana;1;0;3;0
20280;22/11/2023;10:05:09;MADRID01;Madrid;1;0;0;22;0;media;manana;1;0;2;0
20281;15/09/2023;10:20:08;COSTARICA01;Costa Rica;1;0;1;15;0;media;manana;1;0;4;0
20282;14/09/2023;12:19:13;MADRIDODONNELL01;Madrid O Donnell;1;0;0;14;0;media;cierre;1;0;3;0
20283;09/12/2023;17:36:42;MADRID01;Madrid;1;0;0;9;0;media;cierre;1;0;5;0
20284;09/11/2023;14:28:19;SALAMANCA01;Salamanca;1;0;0;9;0;baja;cierre;1;0;3;0
20285;09/08/2023;14:22:26;ALICANTE01;Alicante;1;0;0;9;0;media;cierre;1;0;2;1
20286;09/05/2023;10:22:43;BARCELONADIAGONAL01;Barcelona Diagonal;1;0;0;9;1;alta;manana;1;0;1;0
